0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
제가 지금 주 5일 루틴이기는한데 가능하다면 약점 부위 주 2회 자극이 목표이고 상대적으로 강한 부위는 주 1회정도 하는것 같아요?? 쭌님이라면 조언 필요없이 본인 스타일로 하시면 될것 같네요??,앗 주5일이면 루틴돌리기가 너모 고민되는데요!!??,헬스하시는 인친님들의 아이디어가 필요하겠네요!! 그나저나 6일 돌려야 헬쭌님 몸이 되는거였네요????,"월요일은 하체죠,,?? 하지만 하체 하지 않는 저ㅎ??",월 하체 화 가슴 수 등 목 하체 금 가슴등 이렇게 돌리는것도 나쁘지 않을것같은데용???,저는 주6일~7일이지만 5일을 한다면 2분할 할 것 같습니다 ㅎㅎㅎ,4일해서 드릴 팁은 없공??잘하시니 하던대루 쭉 하시묜 될듯용??,쭌님 영상은 항상 다 끝까지 보게되네요????,월요일은 하체지만 저는 등으로…!!!???? 5분할 운동 루틴 어떻게 짜실지 궁금하군요 ???? 월요팅입니다!!,월요일부터 하체라뇨 ㅜ 진짜 고생하셨습니다 ????????,쭌님 뮬신고 간지줄줄??????화욜도 홧팅입니다????,하체 좀 알려주십시요 !!??,저는 1일 1부위 조짐니닷 ??????,흑 전 4분할로 그냥 요일@상관없이 돌리구 있어요 ㅎ,여윽시 월요일은 하체로 시작하시는 쮼님???? 정신력 배워갑니다??
스트레칭하는데 삼두가 저러면….삼두 운동끝나고 나면 어마무시하겠군요????????,삼두가 미쳤따라고 생각하고있는데 생각해보니 등 어깨하셨는데??,제가요 맨날 쭈니님 등을 탐냈었는데 오늘부터 삼두도 탐낼라구요??????,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 운동이랑 상관없는데 잘나와보여서 하는거 저만 그런게 아니군용??,등운동 했지만 삼두가 미쳤네용??,크흐.. 언제봐도 강력한 바디??????????????????,운동부위 상관없는곳 찍어도 온 부위가 다 강력하셔서 그냥 쩝니다 쩔어!! ????,삼두 근질 강력하십니다???? 등 안쪽까지 조지는 스킬은 전 아직 레벨부족인걸로??,원래 상관없는곳 찍어주기,삼두가 넘나 잘 보여용!!!?? 크으... 어제보다 더 나은 바디십니당!! ???? ????,갓벽합니다??????,밀프 가동범위.. 여윽시 강력하십니다!!!,원하는대로 자극 빡빡 넣어주시는 쭌님 리스펙이에요 ??????,남은 주말도 즐겁게 보내세요????,
1kg이나 빠졌다니ㅠㅠ 그럴수가!! 다시 복구해보자구영??,"헉 저도 잠 못 자고 운동 하면 갑자기 빈혈 오더라구요ㅠ 잠 너무중요,, 주말에 푹 쉬면서 피곤함을 없애버립시당??!!",코로나 때문인건가.. 조심하셔요…아프면 운동 못하자나요!!!??,근손실 1kg… 맘 아프죠 ㅠㅠ 저도 다욧중인데 근육이 빠지고 있어요??,에구 식은땀나고 어지러울 정도면 많이 컨디션 안좋으셨던것 같은데 ㅠㅠㅠ 고생많으셨고 컨디션 빨리 회복하시기를!!,나중에 저는 머리를 잘라드릴테니 운동 좀 알려주세요??,와 진짜 저 무게 칠 수 있으면 어떤 느낌일까 ….???!!! ?????????? 해피곱창프라이데이 되셧쥬 !? ????,코휴증인가봐요ㅠ흑흑 ㅠㅠㅠ 진짜 오래가더라거요ㅠㅠ,하체하시는 것만으로 대단합니다..!????,쉴까… 할때 운동 완료하면 더 뿌듯 하죠!!!!???? 주말에도 맛있는거 잔뜩 드시고 힘내세요 !!!!??,아악 근손실이 으마으마???? 컨디션이 안좋으셨다니 .. 부상조심이요??,근손실이 아니라 수분손실이길 바랍니다ㅠ 힘 없을 땐 가리지 말고 맛있는 거 드세요??,조심히 하세요~! 몸 안좋으신데 하체라니 ㅠ 저 같으면 쉬었을건데 역시 멘탈????곱창 맛나게 드시고 회복하십쇼??,유튜브보다가 어 어디서 많이 본 등모양인데 했는데 헬쭌님 채널이더라고요 ㅋ?? 독보적인 등모양??,코로나 후유증 무조건 있어요..진짜 개뽝취는 것?? 그래도 다시 컨디션 좋아지시면 금방 강력하신 모습으로 돌아오실거에요???? 저 그리고 유튜브 알고리즘에 채널 나오셔서 매우 반가웠어요????
둘다인거 같더라구요 오랜만이라서 그렇기도하고 컨디션이 아직 다 안돌아오기도 하고.. 하지만 꾸준한신 쭌님은 금방 돌아올거에요??,후유증이 아무래두 클거같아요 ?? 그래도 시간지나면 금방 괜찮아지니까 걱정말아용!!!! 주말 잘보내세요! ????,ㅎㅎㅎㅎㅎ 삼각대 장.단점 잘봤습니다???? 챙피하지만 능력있는 녀석 ㅎㅎ;;,코로나 후유증 별거 아닌거같아도 엄청 힘들어요 ㅠㅠ 체력도 조금만 걸어도 힘들정도로 떨어졌었어서 저는 천천히 운동했던 것 같아요!! 얼른 컨디션 회복되셨으면 좋겠어요??????,와 진짜  등만 조지는 풀업~ 감탄 그자체??,제 팔이랑 바꿔주세요,ㅎㅎㅎ 충분한 재충전 시간 가진뒤 찾아온 근육통이라고 생각하시고 더 강려크해지실거라 믿습니다!! 오늘도 눈호강 제대로 합니다 ????,저 요즘 밴드 호작질 맨날 합니다 기대하라구여??????????,우워. . 등이. . .??우워. . .팔이???? 삼각대 완전 짧게 접히고 가벼운거 전 쓰는데 키는 작아요.쿠팡에서 샀는데. .,ㅋㅋㅋㅋ가방에 쏘옥 들어가야좋은뎈ㅋㅋㅋㅋㅋㅋ오늘 하체@화이팅하세요????,마지막에 스미스 머신인줄...........??,제 팔이랑 바꿀의향있으세요 ㅠㅠ 제발~~ ??,헉ㅠㅠ쭌님 코로나 걸리셨었구나ㅠㅠ어쩐지ㅠㅠ???? 아직 너무 무리하지 마시구 조심히 운동하세요????,금방 다시 원중량 찾으실겁니닷???? 화이팅이어요????,
허리저렇게 저는절대안되더라구요 몸은좀괜찮으신가용,코로나 격리해제되도 확실히 컨디션이 전같지 않더라고요..?? 저는 한달 넘게 돌아오지 않았던 기억이 ..ㅠㅠ 무리하지 말고 쉬면서 운동해요!!???? 컨디션이 젤로 중요하니까요..??,ㅜㅜㅜㅜ코로나 ㅜㅜㅜㅜㅜ그래서 안보이셨구나 ㅜㅜㅜ 고생하셨어요 ㅜㅜ 후유증없으신거죠? 건강관리 잘 하시구 개운하게 다시 운동 시작 화이팅이에요 ????,쭈니님 실례가 되지않는다면 하의 브랜드 알수있나요?스타일이 좋으셔서 궁금하구 짐웨어를 잘몰라서 여쭈어 보아요~,아.. 코로난줄도 몰랐네요?? 고생하셨어요ㅠ 우린.. 운동하기 위해 건강합니다...,그동안 했던 게 있어서 금새 회복되실 것 같슴다?? 다시 화이팅입니다 쭌님!??,운동하기 위해 건강해야한다는 말 웃프고 공감됩니다?????? 코로나 후유증 확 떨쳐버리시고 본래 컨디션 속히 되찾기를?????????????,일주일동안 격리하시면서 고생하셨습니당 ????,고생했어요~격리동안에 홈트했나용 팔이 더 커졋??ㅋㅋ,코로나 고생하셨어용????,격리해제 축하드립니다!!???? 컨디션도 어서 제대로 돌아오길????????,아이고 그동안 코로나걸리셨었구나??…규생하셨어요…다시 열심히????,와 돌아오셨군요!! 더 강력해서 돌아오신것 같아서 보기 좋습니다 ??????,고생하셨읍니다 진짜 몸 더 좋아져서 복귀하셨네요??????,아휴?? 안그래도 피드 안올라와서 궁금했는데 그분이 왔다갔군요????
아~ 헬쭌님 다니는 헬스장도 24시간이에요?? 이번에 대회 오세요?? 꼭 만나서 몸 보고 싶어요 ㅠㅠ 진심 걸어다니는 조각상 ㅠㅠ,등은 느낌으로만 알아야하니까 더 어려운거 같아요 등신 되고싶은데,와 등 움직임 미쳤네요 거의 교과서급 ㄷㄷ,오우 쭌님 유튜브도 있었네요 구독하고 배우러 가겠슴다!!??,티바로우 저두 오늘했는데 성실히 하시는 모습 보구 반성합니다??,아직 해가 안떴을때 운동 다녀오셨나 보네요!? 주위가 깜깜???? 헬쭌님 등 운동영상은 언제봐도 교과서죠 >_ㅇ,등운동은 항상 어려운거같네요ㅠㅠ,"와,,,,!쭈니쌔 내일 등 한번만 빌려주세오,,,??",곧 하늘을 날아가실 것 같은데요??? 새벽운동 다녀오셨다니 역시 최고최고????,등 운동은 자세를 볼 수 없어서 더 어려운 거 같아요. 고생하셨습니다????,새벽부터 저렇게 운동이 가능한게 일단 너무 멋진데요… 정신력이???,오늘도 인간해부도다????????,저는 아직 새벽운동 도전해본 적 없는데 주변에서 새벽운동을 엄청 추춘하시더라구요!!! 영상찍을 때 눈치 안보이는게 제일 부러운데욬ㅋㅋㅋㅋ,와 등.. 날개 날아가겠네요,
하체는 진짜 매력이죠! 힘들고 또 잘 못해도 효과가 너무 좋으니 말입니다 ??????,이미 정지 스쿼트하고 계신데요????,헬요일 하체운동 제대로 매운맛이네요 ???? 고생하셨습니다!!,국민체스트데이 피해서 하제국룰????,휴 진짜 배우고싶다구??????,고생하셨습니다.??꾸준히 화이팅??즐거운 하루 보내세요.,쥐나는데 좋다니 이건 병입니다 ??????????,스쿼트 깊이감 너무 좋으세요????,????????????,진정한 담귐이란 이런거구나 ????,????????,??,역시 고수들은 다르군요!! 무식한하체 스린이 허벅지를 치고갑니다??????,,
요즘 클라이밍 하시는 분들 많던데 재밌어보이더라구요????,첫번째 사진.. 광배가 좀 잘못된 거 같아요;;; ㄷㄷ,이게 클라이밍이쥬.. 제 피드에 박제해둔 클라이밍포스팅이 부끄러워지네요????등근육 꿀렁거리는거 대박이에요!!진짜 팔로만 버티는거 대박????,클라이밍보다 근육만 눈에 보이네요????,진짜 등근육 한번만 핥아봐도 되나여????,클라이밍까지 ㄷ ㄷ???? 매달리니 등이 더 강력하게보이는????????,"팔보고 우와 ,, 하고 육성 터졌어요?????? 클라이밍 하시는 모습 보고 또한번 자극받고 갑니다!! 남은 주말 잘 보내세요??",등에 계속 감탄사만????,와 마치 헤라클레스??????그나저나 몸이 좋으시니 운동복 협찬이 쭉쭉 들어오네용?,와...항상 쭌님 피드오면 입에서 효과음생겨요 ”와...“ ??,근육 갈라지는거 장난없어요!!??,클라이밍까지 점령하시는군요?? 와중에 그뉵 시선강탈이네요??,ㅋㅋㅋㅋ등이 이렇게 갈라지고 나올 수 있는거구나....,"너무 멋있어요??????계속 보게되는.., 예준쌤 반전매력에 빠질거 같아용 ??????",저번주에 클라이밍 했는데 진짜 힘들더라구요 ??
등 어깨를 아주 조져버리셧네요 … 저는 근육통이 조금이라도 있다 싶으면 바로 아르기닌 조져버립미다 ????,와 진짜 어깨...?? 어깨 파운 한번 하고 싶어요~ 불륨이 진짜??,티바 하실때 가슴을 좀 더 높은 위치로 올려서 해바여! 가슴이 고정되는게 아니라 움직여서 최대 가동범위가 나올때 더 잘되도라구요!ㅎㅎ,사람이 아니라구요 ㅠㅠㅠㅠ헐크 저리가라!!!!!!!! 근육통 빨리 회복하세요 쭌님 ㅜㅜ 넘 고생하셨어요 ????,등어깨하시니 윈래좋은데 더강려크????,제대로 등만쓰신게 다보이는!!????,와??갖고싶다 등??,와우.. 넘탄탄.. 넘강력..???????? 태닝하시면 데피니션 최강이실듯요??????,어깨가 무슨?? 운동소통해요??,등신께서 등운동 감을 못잡으시다늬 그럴리가여??????????????????,저도 연휴 후 쉬어서 그런지 뻐근하더라구요 다시 회복해봅시다아??,등 미쳤다 미쳤다!!!!!??,아니 무슨...어깨가 얼굴만 하십니까ㅋㅋ 와...입틀막??,누가봐도 등이랑 어깨한 사람????,
많이 먹었다면서 왜 아무 티도 안나나요?? 몸 더 좋아보이고 나시도 넘 잘 어울려여 쭈니님??,개떡이 넘 고급스킬인데요?? 몸은 더 좋아진거 같구요??,개떡이라도 리벤지성공한게 어딥니까????????????개떡이었을거같지도않지만요??,오 나시 진짜 이쁜데여?? 등운동할때도 나시 보여주세여??,오호 새로운 스트랩으로 바꾸셨군요?!! 팔운동영상 넘 잘봤습니댜!!?? 크크 오늘 등하고 시간남으면 그대로 해볼예정이에요,슈퍼세트 조아하는데 찾으로 고고??,크 같이 운동해보고싶네여ㅋㅋㅋ 웅장해집니다,왕팔 쭌님의 팔운동 루틴이라니 얼른가서 보고 담에 따라해봐야겠어요??,리벤지성공!!!!!!!!!!!축하드려요 꺅 !!!!! 눈오는날 슈퍼세트 넘 고생하셨습니다 나시도 짱 잘어울리시구!!!!! 내일도 화이팅이에요 쭌님 ????,와 역시 명절 후유증도 없이 이렇게나..????,역시 바벨과 강력한 중량만이 강려크한 팔을 만드는군뇨????????,와 하다보면 성공하리라ㅜㅜ 득근입니다,와...진짜 얼굴만한 어깨팔????피지컬100나가주세요??,크 강력크??????,순간 스미스머신인줄 알았는데 아니였네요...?? 자세 너무 좋습니다????
어제 어깨와 오늘 어깨가 또 달라보이시는걸요?? 보자마자 육성으로 와..터졌네요 진짜 대단하세요???? 명절연휴 잘 보내고 오세요??,이제 표현이 몸이 좋다가 아니라 너무 좋아서 사악하다는 표현이 맞는거 같애요 저도 오늘 고향내려가기전에 새벽운동 했어요 ㅋㅋㅋ 역시 헬스인은 어떻게든 운동을 할려고 하네요????,오와~~~???????? 멋집니다~~~????,와 금요일 등짝까지@아주 오지게 조지셨굼요 !! 고생하셨어요 !! ㅎㅎㅎㅎ 연휴에도 압도적 근성장 가보시죠 ????????,불균형은 아닌거 같고 언제봐도 아름다운 그대의 자태 ??츄릅....,불균형 맞나요?! 그저 멋집니다 ??????,와??그저감탄만???? 명절 연휴 잘보내세요,으와 등에 이렇게나 많은 근육이 있다니 를 알게 해주는 사진이네요 ????????????강력강렷,오오오옹 쭌님의 이른피드 처음 접해봐요 ?? 새벽운동 너므 고생하셨어요 맛있는거 많이먹고 행복하게 보내고오셔용!!!,틀린그림찾기가 너무 어렵네요?? 스트랩은 베르사가 가격은 나가도 가장 좋다고 하더라고요!,아니 불균형이 오딧다구..........????,와 자글자글하다.... 평상시 식단 운동강도 너무 궁금하네요??,ㅎㅐㅁ보칸 명절 보내세요~~~~??,"이젠진짜무섭습니다,,행님소리가 절로나오는?????? 명절잘보내고오세요??",네추럴 끝판왕이십니다…???? 발끝이라도 따라가볼게요??
내일부터 강제 휴식인가요??? 즐거운 명절되세욧??,진짜 볼때마다 운동 끈적끈적하게 잘하시넹 킄킄 설명절 잘 쉬고 오세용 ??????,이번주 쭌님 운동피드는 더이상 못보는건가요 ???? 이번주 마지막 운동 고생많으셨습니당!! ????,와씨 팔 진짜 미쳤다 …. 근육 나눔 좀요 ????,휴식두 넘나 중요하죵 고생했어요~ ?? 쭌님 배는 나올배가 아닌뎁??,와 제대로 조지셨네요 펌핑이????????????????,그저 빛??어떻게 하면 운동 복 핏이 좋아지나요????,오 이번주 운동 마무리군여!!???? 푹 쉬고 돌아오셔용?,와우 왕팔뚝??????,쭌님 이미 몸짱이시니깐 연휴에 충분히 회복하시구 맛난거 잔뜩 먹구 오세요?? 즐거운 명절 되시구 우리 담주에 보아요오~~????,오운완 고생하셨습니다??,쭌님이 뱃살이 생기는게 상상이 안가는군요?!! 쪄도 멋있게 찌실거같은?? 연휴에도 끊이지않는 운동생각 멋있어요. . 닮고싶은 부분!,랄뚝 완성도가?? 대포 모양 즤기십니다,이번주 마지막 운동 수고 많으셨습니다!  저도 운동할 때 쳐져 있는 기분이 들더라구요 ㅠㅠ??,저도 강제휴식하며 회복하겠습니다 ㅎㅎ 살크업 성공하세요???? ㅎㅎㅎ
